EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Value_of_Employee,Overall_Sentiment,Importance_Level,Eligible_For_Hike,Recommended_Hike_pct,New_MonthlyIncome
1275,31,0,2,2,29,1,0,7,4,1,5468,1,0,1,13,3,3,12,7,5,7,5.19,NEUTRAL,Not Valuable,No,0.0,5468.0
1276,51,0,2,1,3,1,0,3,3,1,13116,2,0,4,15,2,3,2,2,2,2,5.82,NEUTRAL,Less Valuable,No,0.0,13116.0
1277,37,0,2,2,9,2,1,7,2,1,4189,1,0,1,5,2,3,5,2,0,3,3.97,NEUTRAL,Not Valuable,No,0.0,4189.0
1278,46,0,2,1,2,3,1,5,4,0,19328,7,1,3,24,3,3,2,1,2,2,8.91,NEUTRAL,Very Important,No,0.0,19328.0
1279,36,0,2,1,10,4,1,0,1,1,8321,7,1,4,15,1,3,12,8,5,7,8.02,NEUTRAL,Very Important,No,0.0,8321.0
1280,44,1,1,1,1,3,1,6,2,0,2342,1,1,3,6,2,2,5,3,2,3,6.09,NEUTRAL,Less Valuable,Yes,12.12,2625.8504
1281,37,0,2,0,8,3,1,1,2,0,4071,2,0,3,19,4,2,10,0,4,7,5.85,NEUTRAL,Less Valuable,No,0.0,4071.0
1282,35,1,2,2,27,3,1,7,4,2,5813,1,1,4,10,2,3,10,7,7,7,8.98,NEUTRAL,Very Important,Yes,20.59,7009.8967
1283,33,0,2,1,8,4,1,6,1,1,3143,6,0,2,14,1,3,10,8,7,6,5.27,NEUTRAL,Not Valuable,No,0.0,3143.0
1284,28,0,2,1,1,3,1,6,4,1,2044,1,0,3,5,6,4,5,3,0,3,6.96,NEUTRAL,Less Valuable,No,0.0,2044.0
1285,39,0,2,1,10,3,1,5,3,2,13464,7,0,3,9,3,3,4,3,2,2,6.35,NEUTRAL,Less Valuable,No,0.0,13464.0
1286,46,0,0,2,26,2,1,7,2,2,7991,8,0,3,6,3,3,2,2,2,2,3.92,NEUTRAL,Not Valuable,No,0.0,7991.0
1287,40,0,2,1,2,3,0,2,1,1,3377,4,0,4,7,5,2,4,3,0,2,5.34,NEUTRAL,Not Valuable,No,0.0,3377.0
1288,42,0,2,1,13,2,1,0,1,1,5538,5,0,3,10,2,2,0,0,0,0,4.06,NEUTRAL,Not Valuable,No,0.0,5538.0
1289,35,0,0,1,2,2,1,4,4,0,5762,2,0,3,15,6,3,7,7,1,7,5.49,NEUTRAL,Not Valuable,No,0.0,5762.0
1290,38,0,0,0,2,1,1,1,2,0,2592,5,0,4,13,3,3,11,10,3,8,4.17,NEUTRAL,Not Valuable,No,0.0,2592.0
1291,34,1,1,1,9,4,1,2,1,1,5346,4,0,3,11,3,2,7,1,0,7,4.81,NEUTRAL,Not Valuable,No,0.0,5346.0
1292,37,1,2,1,10,4,1,4,1,2,4213,1,0,2,10,4,1,10,3,0,8,4.85,NEUTRAL,Not Valuable,No,0.0,4213.0
1293,39,0,1,2,20,3,1,7,4,0,4127,2,0,4,7,6,3,2,1,2,2,6.62,NEUTRAL,Less Valuable,No,0.0,4127.0
1294,43,0,0,1,9,1,1,6,3,2,2438,4,0,3,7,2,2,3,2,1,2,3.28,NEUTRAL,Not Valuable,No,0.0,2438.0
1295,41,0,2,1,5,2,1,0,2,2,6870,3,0,1,11,3,1,3,2,1,2,3.7,NEUTRAL,Not Valuable,No,0.0,6870.0
1296,41,0,2,2,4,3,0,7,3,0,10447,0,1,4,23,3,4,22,14,13,5,9.63,NEUTRAL,Very Important,No,0.0,10447.0
1297,30,0,2,1,10,1,0,4,3,2,9667,9,0,2,9,3,3,7,7,0,2,4.81,NEUTRAL,Not Valuable,No,0.0,9667.0
1298,26,1,2,0,20,4,0,1,2,1,2148,0,1,3,6,3,3,5,1,1,4,7.57,NEUTRAL,Very Important,Yes,17.82,2530.7736
1299,46,1,2,1,21,4,0,0,2,1,8926,4,0,4,13,2,4,9,7,3,7,7.1,NEUTRAL,Very Important,Yes,12.5,10041.75
1300,40,0,2,1,1,3,0,0,4,0,6513,4,0,4,12,3,3,5,3,0,3,6.99,NEUTRAL,Less Valuable,No,0.0,6513.0
1301,34,0,2,2,8,2,1,7,3,1,6799,1,0,3,10,5,3,10,8,4,8,6.31,NEUTRAL,Less Valuable,No,0.0,6799.0
1302,58,0,0,2,2,2,1,3,2,0,16291,4,0,4,37,0,2,16,9,14,14,5.58,NEUTRAL,Not Valuable,No,0.0,16291.0
1303,35,0,2,1,23,2,1,2,3,1,2705,0,0,2,6,2,4,5,4,0,3,5.11,NEUTRAL,Not Valuable,No,0.0,2705.0
1304,47,0,2,1,4,3,0,4,2,0,10333,8,1,3,28,4,3,22,11,14,10,8.88,NEUTRAL,Very Important,No,0.0,10333.0
1305,40,0,2,1,12,2,0,0,1,0,4448,2,0,2,15,3,3,7,4,7,7,4.72,NEUTRAL,Not Valuable,No,0.0,4448.0
1306,54,0,2,1,7,4,0,6,4,1,6854,4,0,2,14,2,2,7,1,1,7,6.39,NEUTRAL,Less Valuable,No,0.0,6854.0
1307,31,0,1,2,7,1,0,7,1,1,9637,2,0,4,9,3,3,3,2,2,2,4.2,NEUTRAL,Not Valuable,No,0.0,9637.0
1308,28,0,2,1,1,3,0,6,1,1,3591,1,0,3,3,3,3,3,2,1,2,4.9,NEUTRAL,Not Valuable,No,0.0,3591.0
1309,38,0,2,2,2,2,0,8,4,1,5405,2,1,1,20,4,2,4,2,0,3,6.79,NEUTRAL,Less Valuable,No,0.0,5405.0
1310,26,0,2,2,10,3,1,7,4,2,4684,1,0,1,5,4,3,5,3,1,2,5.63,NEUTRAL,Not Valuable,No,0.0,4684.0
1311,58,0,1,1,15,1,1,5,3,1,15787,2,1,2,23,3,3,2,2,2,2,6.34,NEUTRAL,Less Valuable,No,0.0,15787.0
1312,18,0,0,1,14,2,0,6,3,2,1514,1,0,3,0,4,1,0,0,0,0,3.41,NEUTRAL,Not Valuable,No,0.0,1514.0
1313,31,1,2,0,18,4,1,1,1,1,2956,0,0,3,2,4,3,1,0,0,0,5.3,NEUTRAL,Not Valuable,No,0.0,2956.0
1314,29,1,2,0,13,1,1,1,1,0,2335,4,1,4,4,3,3,2,2,2,0,6.04,NEUTRAL,Less Valuable,Yes,11.63,2606.5605
1315,45,0,0,2,2,3,0,7,3,1,5154,4,0,2,10,3,4,8,7,5,7,5.01,NEUTRAL,Not Valuable,No,0.0,5154.0
1316,36,0,2,1,2,4,0,6,2,1,6962,4,1,4,15,2,3,1,0,0,0,7.95,NEUTRAL,Very Important,No,0.0,6962.0
1317,43,0,1,2,2,1,1,7,4,1,5675,1,0,3,7,5,3,7,7,7,7,5.67,NEUTRAL,Not Valuable,No,0.0,5675.0
1318,27,0,1,1,5,4,0,2,4,2,2379,0,1,3,6,3,2,5,4,0,2,7.47,NEUTRAL,Very Important,No,0.0,2379.0
1319,29,0,1,1,20,4,1,2,4,1,3812,1,0,2,11,3,4,11,8,3,10,6.56,NEUTRAL,Less Valuable,No,0.0,3812.0
1320,32,0,1,2,10,4,1,7,4,2,4648,8,0,3,4,2,4,0,0,0,0,6.17,NEUTRAL,Less Valuable,No,0.0,4648.0
1321,42,0,0,1,10,3,1,6,3,1,2936,3,0,2,10,1,2,6,3,3,3,3.82,NEUTRAL,Not Valuable,No,0.0,2936.0
1322,47,0,2,1,9,2,0,2,3,2,2105,4,0,3,7,2,3,2,2,2,0,5.2,NEUTRAL,Not Valuable,No,0.0,2105.0
1323,46,0,2,1,2,4,1,4,4,0,8578,3,0,3,12,4,2,9,8,4,7,7.29,NEUTRAL,Very Important,No,0.0,8578.0
1324,28,0,0,0,1,3,1,1,4,0,2706,1,0,2,3,2,3,3,2,2,2,4.48,NEUTRAL,Not Valuable,No,0.0,2706.0
1325,29,0,2,1,29,4,1,0,3,0,6384,8,0,4,11,3,3,7,0,1,6,7.13,NEUTRAL,Very Important,No,0.0,6384.0
1326,42,0,2,1,8,4,1,2,3,2,3968,4,0,4,8,3,3,0,0,0,0,6.65,NEUTRAL,Less Valuable,No,0.0,3968.0
1327,32,1,2,2,2,3,1,7,2,2,9907,7,1,3,7,3,2,2,2,2,2,7.09,NEUTRAL,Very Important,Yes,12.0,11095.840000000002
1328,46,0,2,2,3,1,0,7,1,0,13225,2,0,4,25,5,3,19,17,2,8,5.86,NEUTRAL,Less Valuable,No,0.0,13225.0
1329,27,0,2,2,23,2,0,8,3,1,3540,1,0,4,9,5,3,9,8,5,8,6.64,NEUTRAL,Less Valuable,No,0.0,3540.0
1330,29,0,2,0,6,4,1,1,2,1,2804,1,0,4,1,3,3,1,0,0,0,6.05,NEUTRAL,Less Valuable,No,0.0,2804.0
1331,43,0,2,1,6,1,0,3,3,1,19392,7,0,4,21,2,3,16,12,6,14,6.93,NEUTRAL,Less Valuable,No,0.0,19392.0
1332,48,0,2,1,10,4,1,5,2,1,19665,4,0,4,29,3,3,22,10,12,9,8.22,NEUTRAL,Very Important,No,0.0,19665.0
1333,29,1,1,1,24,4,1,6,4,2,2439,1,1,2,1,3,2,1,0,1,0,6.88,NEUTRAL,Less Valuable,Yes,11.52,2719.9728
1334,46,1,2,2,10,3,0,7,2,1,7314,5,0,3,14,2,3,8,7,0,7,5.73,NEUTRAL,Less Valuable,Yes,7.5,7862.549999999999
1335,27,0,1,1,15,4,0,6,1,1,4774,0,0,4,8,2,2,7,6,7,3,5.21,NEUTRAL,Not Valuable,No,0.0,4774.0
1336,39,0,2,1,19,4,1,6,4,0,3902,8,0,2,7,2,3,2,2,2,2,6.26,NEUTRAL,Less Valuable,No,0.0,3902.0
1337,55,0,2,1,2,2,1,6,4,1,2662,8,0,2,19,2,4,5,2,0,4,5.8,NEUTRAL,Less Valuable,No,0.0,2662.0
1338,28,0,2,2,3,2,0,8,2,1,2856,1,0,4,1,3,3,1,0,0,0,5.16,NEUTRAL,Not Valuable,No,0.0,2856.0
1339,30,1,2,2,9,2,1,8,4,2,1081,1,0,3,1,3,2,1,0,0,0,5.28,NEUTRAL,Not Valuable,No,0.0,1081.0
1340,22,1,2,1,7,4,1,6,2,2,2472,1,1,1,1,2,3,1,0,0,0,6.25,NEUTRAL,Less Valuable,Yes,10.99,2743.6728000000003
1341,36,0,2,2,10,2,0,7,3,1,5673,1,1,1,10,4,3,10,9,1,7,6.75,NEUTRAL,Less Valuable,No,0.0,5673.0
1342,31,0,2,1,20,2,1,2,3,0,4197,1,0,1,10,2,3,10,8,0,2,4.52,NEUTRAL,Not Valuable,No,0.0,4197.0
1343,34,0,2,2,4,3,1,7,4,1,9713,2,1,4,9,3,3,5,3,1,0,8.67,NEUTRAL,Very Important,No,0.0,9713.0
1344,29,0,2,1,7,4,1,2,1,2,2062,3,0,2,11,2,3,3,2,1,2,4.83,NEUTRAL,Not Valuable,No,0.0,2062.0
1345,37,0,2,1,7,4,1,6,1,1,4284,5,1,3,16,2,3,5,3,0,4,7.16,NEUTRAL,Very Important,No,0.0,4284.0
1346,35,0,2,1,16,4,0,4,2,1,4788,0,1,4,4,2,3,3,2,0,2,7.81,NEUTRAL,Very Important,No,0.0,4788.0
1347,45,0,2,1,25,2,0,4,4,1,5906,0,0,4,10,2,2,9,8,3,8,6.42,NEUTRAL,Less Valuable,No,0.0,5906.0
1348,36,0,1,0,2,2,1,1,4,2,3886,1,0,4,10,2,2,10,1,0,8,5.6,NEUTRAL,Not Valuable,No,0.0,3886.0
1349,40,0,2,1,1,1,1,3,1,0,16823,2,0,1,22,3,3,19,7,11,16,5.06,NEUTRAL,Not Valuable,No,0.0,16823.0
1350,26,0,2,1,1,2,0,6,3,1,2933,1,1,3,1,3,2,1,0,1,0,6.61,NEUTRAL,Less Valuable,No,0.0,2933.0
1351,27,0,2,2,2,1,0,7,3,2,6500,0,0,2,9,5,2,8,7,0,7,4.87,NEUTRAL,Not Valuable,No,0.0,6500.0
1352,48,0,1,1,22,4,0,3,4,0,17174,3,0,2,24,3,3,22,17,4,7,7.04,NEUTRAL,Very Important,No,0.0,17174.0
1353,44,0,2,1,1,2,1,0,1,1,5033,2,0,4,10,5,3,2,0,2,2,5.36,NEUTRAL,Not Valuable,No,0.0,5033.0
1354,34,1,0,1,16,4,1,6,1,1,2307,1,1,2,5,2,3,5,2,3,0,5.22,NEUTRAL,Not Valuable,No,0.0,2307.0
1355,56,1,2,1,24,1,1,2,4,2,2587,1,0,4,5,3,3,4,2,1,0,5.76,NEUTRAL,Less Valuable,Yes,11.37,2881.1418999999996
1356,36,0,2,2,17,3,1,7,2,1,5507,2,0,3,12,1,1,4,2,1,3,4.77,NEUTRAL,Not Valuable,No,0.0,5507.0
1357,41,0,2,2,8,3,0,7,2,1,4393,5,0,3,14,3,3,5,4,1,4,5.65,NEUTRAL,Not Valuable,No,0.0,4393.0
1358,42,0,2,1,6,3,1,5,1,1,13348,9,0,2,18,3,4,13,7,5,7,5.83,NEUTRAL,Less Valuable,No,0.0,13348.0
1359,31,0,2,2,10,3,0,7,4,0,6583,2,1,4,8,2,3,5,2,1,4,8.55,NEUTRAL,Very Important,No,0.0,6583.0
1360,34,0,2,2,3,4,0,7,4,1,8103,3,1,3,9,3,2,4,2,0,1,8.31,NEUTRAL,Very Important,No,0.0,8103.0
1361,31,0,2,1,4,1,0,2,3,0,3978,8,0,2,4,0,2,2,2,2,2,3.86,NEUTRAL,Not Valuable,No,0.0,3978.0
1362,26,0,1,1,6,3,1,2,4,1,2544,0,0,1,8,3,3,7,7,7,7,5.31,NEUTRAL,Not Valuable,No,0.0,2544.0
1363,45,0,1,1,1,2,1,0,3,2,5399,4,0,3,12,3,3,4,2,0,3,4.96,NEUTRAL,Not Valuable,No,0.0,5399.0
1364,33,0,2,2,10,2,1,7,3,2,5487,1,0,2,10,2,2,10,4,0,9,4.98,NEUTRAL,Not Valuable,No,0.0,5487.0
1365,28,0,1,2,1,3,1,7,4,1,6834,1,1,3,7,2,3,7,7,0,7,7.58,NEUTRAL,Very Important,No,0.0,6834.0
1366,29,1,1,2,24,3,1,8,1,2,1091,1,0,4,1,3,3,1,0,0,0,4.45,NEUTRAL,Not Valuable,No,0.0,1091.0
1367,39,0,0,2,21,1,0,7,3,1,5736,6,0,3,10,1,3,3,2,1,2,3.6,NEUTRAL,Not Valuable,No,0.0,5736.0
1368,27,0,2,1,2,2,1,6,2,1,2226,1,0,3,6,3,2,5,3,1,2,4.64,NEUTRAL,Not Valuable,No,0.0,2226.0
1369,34,0,1,1,22,3,1,6,4,1,5747,1,1,2,16,3,3,15,10,6,11,7.86,NEUTRAL,Very Important,No,0.0,5747.0
1370,28,1,2,2,13,4,0,7,3,2,9854,3,1,4,6,0,3,2,0,2,2,8.31,NEUTRAL,Very Important,Yes,16.0,11430.64
1371,47,0,0,1,14,3,1,6,2,1,5467,8,0,3,16,4,4,8,7,1,7,5.05,NEUTRAL,Not Valuable,No,0.0,5467.0
1372,56,0,2,2,11,4,0,7,1,1,5380,4,0,3,6,3,3,0,0,0,0,5.31,NEUTRAL,Not Valuable,No,0.0,5380.0
1373,39,0,2,1,9,1,1,4,1,1,5151,1,0,4,10,3,3,10,0,7,9,5.22,NEUTRAL,Not Valuable,No,0.0,5151.0
1374,38,0,1,1,8,4,0,6,2,0,2133,1,1,3,20,3,3,20,11,0,7,7.38,NEUTRAL,Very Important,No,0.0,2133.0
1375,58,0,2,2,21,4,0,3,4,1,17875,4,1,3,29,2,2,1,0,0,0,8.78,NEUTRAL,Very Important,No,0.0,17875.0
1376,32,1,1,1,5,1,0,6,3,2,2432,3,1,1,8,2,3,4,1,0,3,4.99,NEUTRAL,Not Valuable,No,0.0,2432.0
1377,38,0,2,1,9,2,1,6,4,0,4771,2,0,4,10,0,4,5,2,0,3,6.33,NEUTRAL,Less Valuable,No,0.0,4771.0
1378,49,0,1,1,2,2,1,5,4,1,19161,3,0,4,28,3,3,5,4,4,3,6.82,NEUTRAL,Less Valuable,No,0.0,19161.0
1379,42,0,2,2,12,2,1,7,4,0,5087,3,1,3,14,4,3,0,0,0,0,7.71,NEUTRAL,Very Important,No,0.0,5087.0
1380,27,1,1,0,22,1,0,1,2,1,2863,1,0,1,1,2,3,1,0,0,0,2.63,NEUTRAL,Not Valuable,No,0.0,2863.0
1381,35,0,2,2,18,2,1,7,1,1,5561,0,0,4,6,2,1,5,3,0,4,4.36,NEUTRAL,Not Valuable,No,0.0,5561.0
1382,28,0,0,1,16,3,1,6,3,2,2144,1,0,3,5,3,2,5,3,1,4,4.36,NEUTRAL,Not Valuable,No,0.0,2144.0
1383,31,0,0,1,3,3,1,6,1,0,3065,1,1,4,4,3,4,4,2,2,3,6.15,NEUTRAL,Less Valuable,No,0.0,3065.0
1384,36,0,0,1,9,1,1,2,2,1,2810,1,0,2,5,3,3,5,4,0,2,2.76,NEUTRAL,Not Valuable,No,0.0,2810.0
1385,34,0,2,2,1,1,1,7,4,2,9888,1,0,1,14,3,2,14,8,2,1,4.75,NEUTRAL,Not Valuable,No,0.0,9888.0
1386,34,0,2,2,13,4,1,7,3,0,8628,1,0,3,9,2,2,8,7,1,1,6.15,NEUTRAL,Less Valuable,No,0.0,8628.0
1387,26,0,2,1,1,3,1,2,1,2,2867,0,0,4,8,6,2,7,7,7,6,5.96,NEUTRAL,Less Valuable,No,0.0,2867.0
1388,29,0,2,1,1,1,1,0,1,1,5373,0,0,1,6,5,2,5,3,0,2,3.2,NEUTRAL,Not Valuable,No,0.0,5373.0
1389,32,0,0,1,15,3,0,0,4,0,6667,5,0,2,9,6,3,5,1,1,2,5.24,NEUTRAL,Not Valuable,No,0.0,6667.0
1390,31,0,1,1,1,4,1,6,1,1,5003,1,0,2,10,6,3,10,8,8,7,5.42,NEUTRAL,Not Valuable,No,0.0,5003.0
1391,28,1,2,1,17,3,1,2,4,0,2367,5,0,1,6,2,2,4,1,0,3,4.98,NEUTRAL,Not Valuable,No,0.0,2367.0
1392,38,0,2,2,1,1,1,8,1,2,2858,4,0,1,20,3,2,1,0,0,0,2.91,NEUTRAL,Not Valuable,No,0.0,2858.0
1393,35,0,2,2,7,3,0,7,4,1,5204,1,1,4,10,2,3,10,8,0,9,8.72,NEUTRAL,Very Important,No,0.0,5204.0
1394,27,0,2,2,9,4,1,7,4,2,4105,1,0,1,7,5,3,7,7,0,7,6.38,NEUTRAL,Less Valuable,No,0.0,4105.0
1395,32,0,2,1,5,4,1,4,4,2,9679,8,0,2,8,1,3,1,0,0,0,6.19,NEUTRAL,Less Valuable,No,0.0,9679.0
1396,31,1,1,2,26,1,1,7,4,1,5617,1,1,3,10,4,3,10,7,0,8,7.01,NEUTRAL,Very Important,Yes,15.79,6503.9243
1397,53,1,2,2,24,1,1,7,1,2,10448,6,1,2,15,2,2,2,2,2,2,5.29,NEUTRAL,Not Valuable,No,0.0,10448.0
1398,54,0,2,1,9,1,0,6,3,1,2897,3,0,3,9,6,2,4,3,2,3,5.19,NEUTRAL,Not Valuable,No,0.0,2897.0
1399,33,0,1,1,7,4,1,0,3,0,5968,1,0,3,9,2,3,9,7,2,8,6.03,NEUTRAL,Less Valuable,No,0.0,5968.0
1400,43,0,2,1,11,1,1,0,3,1,7510,1,0,2,10,1,3,10,9,0,9,4.77,NEUTRAL,Not Valuable,No,0.0,7510.0
1401,38,0,1,0,1,4,1,1,2,1,2991,0,1,2,7,2,3,6,2,1,2,6.35,NEUTRAL,Less Valuable,No,0.0,2991.0
1402,55,0,2,0,26,3,1,3,2,1,19636,4,1,1,35,0,3,10,9,1,4,6.99,NEUTRAL,Less Valuable,No,0.0,19636.0
1403,31,0,2,1,2,4,0,2,4,0,1129,1,1,3,1,4,3,1,0,0,0,8.27,NEUTRAL,Very Important,No,0.0,1129.0
1404,39,0,2,2,15,2,1,7,1,2,13341,0,0,1,21,3,3,20,8,11,10,5.14,NEUTRAL,Not Valuable,No,0.0,13341.0
1405,42,0,0,1,23,4,1,6,3,2,4332,1,0,4,20,2,3,20,9,3,7,6.07,NEUTRAL,Less Valuable,No,0.0,4332.0
1406,31,0,0,1,10,3,0,5,3,1,11031,4,0,3,13,2,4,11,7,4,8,5.62,NEUTRAL,Not Valuable,No,0.0,11031.0
1407,54,0,2,1,10,3,0,4,1,2,4440,6,1,4,9,3,3,5,2,1,4,7.23,NEUTRAL,Very Important,No,0.0,4440.0
1408,24,0,2,1,1,2,1,0,3,2,4617,1,0,2,4,2,2,4,3,1,2,4.58,NEUTRAL,Not Valuable,No,0.0,4617.0
1409,23,0,2,1,12,4,1,2,4,2,2647,1,0,3,5,6,4,5,2,1,4,7.51,NEUTRAL,Very Important,No,0.0,2647.0
1410,40,0,1,1,11,4,0,2,3,1,6323,1,0,1,10,2,4,10,9,9,4,5.64,NEUTRAL,Not Valuable,No,0.0,6323.0
1411,40,0,2,2,2,2,0,7,2,1,5677,3,0,3,15,4,3,11,8,5,10,5.87,NEUTRAL,Less Valuable,No,0.0,5677.0
1412,25,0,2,0,2,3,0,1,2,1,2187,4,0,3,6,3,3,2,0,1,2,5.34,NEUTRAL,Not Valuable,No,0.0,2187.0
1413,30,0,2,1,1,4,1,2,2,1,3748,1,0,3,12,6,2,12,8,1,7,6.35,NEUTRAL,Less Valuable,No,0.0,3748.0
1414,25,0,2,1,2,4,1,2,3,0,3977,6,1,3,7,2,2,2,2,0,2,7.54,NEUTRAL,Very Important,No,0.0,3977.0
1415,47,0,2,1,25,1,1,0,3,2,8633,2,0,2,25,3,3,17,14,12,11,5.98,NEUTRAL,Less Valuable,No,0.0,8633.0
1416,33,0,0,1,1,2,1,2,3,0,2008,1,0,3,1,2,2,1,1,0,0,3.48,NEUTRAL,Not Valuable,No,0.0,2008.0
1417,38,0,2,2,1,4,1,7,2,1,4440,0,0,1,16,3,3,15,13,5,8,5.68,NEUTRAL,Not Valuable,No,0.0,4440.0
1418,31,0,2,2,2,1,1,8,3,1,3067,0,0,3,3,1,3,2,2,1,2,4.63,NEUTRAL,Not Valuable,No,0.0,3067.0
1419,38,0,1,1,6,1,1,4,3,1,5321,2,0,4,10,1,3,8,3,7,7,5.16,NEUTRAL,Not Valuable,No,0.0,5321.0
1420,42,0,2,1,18,4,1,6,1,0,5410,6,1,3,9,3,2,4,3,1,2,6.9,NEUTRAL,Less Valuable,No,0.0,5410.0
1421,41,0,2,1,1,4,1,6,4,1,2782,3,0,1,12,3,3,5,3,1,0,5.89,NEUTRAL,Less Valuable,No,0.0,2782.0
1422,47,0,0,1,1,3,0,5,2,1,11957,0,0,1,14,3,1,13,8,5,12,3.81,NEUTRAL,Not Valuable,No,0.0,11957.0
1423,35,0,2,1,11,4,1,2,3,1,2660,7,1,3,5,3,3,2,2,2,2,7.97,NEUTRAL,Very Important,No,0.0,2660.0
1424,22,0,2,1,1,4,1,6,3,2,3375,0,0,4,4,2,4,3,2,1,2,6.87,NEUTRAL,Less Valuable,No,0.0,3375.0
1425,35,0,2,1,9,2,1,6,3,2,5098,1,0,2,10,5,3,10,7,0,8,5.62,NEUTRAL,Not Valuable,No,0.0,5098.0
1426,33,0,2,1,15,2,0,0,4,1,4878,0,1,1,10,6,3,9,7,8,1,7.52,NEUTRAL,Very Important,No,0.0,4878.0
1427,32,0,2,1,29,3,0,2,2,2,2837,1,0,3,6,3,3,6,2,4,1,5.5,NEUTRAL,Not Valuable,No,0.0,2837.0
1428,40,0,2,1,1,1,1,2,4,1,2406,8,0,3,8,3,2,1,0,0,0,4.98,NEUTRAL,Not Valuable,No,0.0,2406.0
1429,32,0,2,2,1,2,1,8,2,1,2269,0,0,2,3,2,3,2,2,2,2,4.32,NEUTRAL,Not Valuable,No,0.0,2269.0
1430,39,0,2,1,24,1,1,6,4,2,4108,7,0,1,18,2,3,7,7,1,7,4.84,NEUTRAL,Not Valuable,No,0.0,4108.0
1431,38,0,2,1,10,2,0,5,3,1,13206,3,0,1,20,3,3,18,16,1,11,5.62,NEUTRAL,Not Valuable,No,0.0,13206.0
1432,32,0,2,2,1,3,0,7,4,1,10422,1,0,3,14,3,3,14,10,5,7,7.2,NEUTRAL,Very Important,No,0.0,10422.0
1433,37,0,2,1,10,3,0,5,4,1,13744,1,1,1,16,2,3,16,11,6,8,8.12,NEUTRAL,Very Important,No,0.0,13744.0
1434,25,0,2,2,8,1,0,7,3,0,4907,0,1,2,6,3,2,5,3,0,4,6.02,NEUTRAL,Less Valuable,No,0.0,4907.0
1435,52,0,0,2,29,1,1,8,4,0,3482,2,0,2,16,3,2,9,8,0,0,3.55,NEUTRAL,Not Valuable,No,0.0,3482.0
1436,44,0,2,1,1,2,1,6,4,2,2436,6,1,3,6,2,3,4,3,1,2,7.38,NEUTRAL,Very Important,No,0.0,2436.0
1437,21,0,2,2,5,3,1,8,1,2,2380,1,1,4,2,6,3,2,2,1,2,7.35,NEUTRAL,Very Important,No,0.0,2380.0
1438,39,0,0,1,9,4,1,3,4,2,19431,2,0,3,21,3,2,6,0,1,3,6.16,NEUTRAL,Less Valuable,No,0.0,19431.0
1439,23,1,1,2,9,4,1,8,1,1,1790,1,0,1,1,3,2,1,0,1,0,3.36,NEUTRAL,Not Valuable,No,0.0,1790.0
1440,36,0,2,2,3,1,0,7,4,1,7644,0,0,3,10,2,3,9,7,3,4,5.74,NEUTRAL,Less Valuable,No,0.0,7644.0
1441,36,0,1,1,4,4,0,4,2,0,5131,7,0,2,18,3,3,4,2,0,2,4.99,NEUTRAL,Not Valuable,No,0.0,5131.0
1442,56,0,0,1,1,3,1,0,3,0,6306,1,0,1,13,2,2,13,12,1,9,3.9,NEUTRAL,Not Valuable,No,0.0,6306.0
1443,29,1,2,1,1,1,1,6,4,1,4787,9,1,2,4,3,4,2,2,2,2,7.01,NEUTRAL,Very Important,Yes,14.13,5463.4030999999995
1444,42,0,2,1,2,1,1,3,3,1,18880,5,0,1,24,2,2,22,6,4,14,5.32,NEUTRAL,Not Valuable,No,0.0,18880.0
1445,56,1,2,1,7,4,1,2,3,1,2339,8,0,4,14,4,1,10,9,9,8,7.03,NEUTRAL,Very Important,Yes,19.12,2786.2168
1446,41,0,2,1,28,1,0,4,2,1,13570,0,0,3,21,3,3,20,7,0,10,5.56,NEUTRAL,Not Valuable,No,0.0,13570.0
1447,34,0,2,2,28,4,0,7,3,1,6712,1,0,4,8,2,3,8,7,1,7,7.02,NEUTRAL,Very Important,No,0.0,6712.0
1448,36,0,0,2,15,4,1,7,4,0,5406,1,0,1,15,4,2,15,12,11,11,5.61,NEUTRAL,Not Valuable,No,0.0,5406.0
1449,41,0,2,2,3,3,1,7,2,0,8938,2,0,3,14,5,3,5,4,0,4,6.05,NEUTRAL,Less Valuable,No,0.0,8938.0
1450,32,0,2,1,2,4,1,6,1,2,2439,1,0,4,4,4,3,4,2,1,2,5.91,NEUTRAL,Less Valuable,No,0.0,2439.0
1451,35,0,2,0,26,3,0,1,4,2,8837,1,1,3,9,2,3,9,0,1,7,8.37,NEUTRAL,Very Important,No,0.0,8837.0
1452,38,0,2,2,10,1,0,7,4,1,5343,1,0,3,10,1,3,10,7,1,9,5.63,NEUTRAL,Not Valuable,No,0.0,5343.0
1453,50,1,1,2,1,2,1,7,3,0,6728,7,0,4,12,3,3,6,3,0,1,5.4,NEUTRAL,Not Valuable,No,0.0,6728.0
1454,36,0,2,2,11,2,0,7,4,1,6652,4,0,1,8,2,2,6,3,0,0,4.64,NEUTRAL,Not Valuable,No,0.0,6652.0
1455,45,0,2,2,20,4,0,7,3,2,4850,8,0,3,8,3,3,5,3,0,1,6.33,NEUTRAL,Less Valuable,No,0.0,4850.0
